id,track_artist,track_name,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genreVerbose,genreFamily
7307,Jonathan Calhoun,American Summer,288239,0,,3,0.424,0.472,7,-14.503,1,0.0364,0.222,0.438,0.326,0.471,145.069,unknown,unknown
7308,Jonathan Calhoun,All the Love in the World,341708,0,,3,0.72,0.507,9,-12.121,1,0.0469,0.0552,0.0291,0.192,0.61,131.964,unknown,unknown
7309,Jonathan Calhoun,Look the Other Way,304586,0,,3,0.69,0.444,7,-9.167,1,0.0293,0.329,2.86E-06,0.559,0.42,79.534,unknown,unknown
7310,Jonathan Calhoun,End of the World Blues (And so It Goes),236226,0,,2,0.817,0.491,4,-8.838,1,0.0804,0.75,5.36E-05,0.0588,0.604,109.037,unknown,unknown
7311,Jonathan Calhoun,These Empty Arms,434208,0,,2,0.763,0.484,7,-10.694,1,0.0293,0.238,0.0877,0.102,0.484,119.989,unknown,unknown
7312,Jonathan Calhoun,Forever Is Yesterday,261490,0,,2,0.682,0.314,0,-12.226,1,0.0293,0.401,0.00735,0.188,0.195,136.186,unknown,unknown
7313,Jonathan Calhoun,Twilight's Last Gleaming,279323,0,,2,0.719,0.458,0,-9.26,1,0.0321,0.147,2.12E-05,0.172,0.561,119.922,unknown,unknown
7314,Jonathan Calhoun,Sweet September,301617,0,,2,0.764,0.597,6,-7.369,1,0.0325,0.253,5.21E-05,0.0635,0.783,134.412,unknown,unknown
7315,Jonathan Calhoun,The Story,252540,0,,2,0.622,0.502,10,-10.784,1,0.0416,0.0644,0.00227,0.0922,0.606,168.05,unknown,unknown
7316,Smoov-E,Mi Amante,127853,0,,1,0.706,0.627,9,-7.522,0,0.0389,0.0777,0.0892,0.0717,0.873,138.667,hyphy,other
7317,Smoov-E,Come For Me featuring Andre Nickatina,245787,0,,4,0.873,0.827,7,-6.371,1,0.274,0.201,0.000544,0.0628,0.451,96.015,hyphy,other
7318,Smoov-E,Bossa Mega,226760,0,,2,0.814,0.791,0,-8.639,1,0.103,0.114,0.000925,0.183,0.692,92.491,hyphy,other
7319,Smoov-E,Guitaro Boracho,238720,0,,2,0.84,0.717,7,-7.214,1,0.22,0.00844,1.29E-06,0.176,0.364,123.531,hyphy,other
7320,Smoov-E,Undeniable,197453,0,,2,0.909,0.811,5,-6.859,1,0.166,0.0247,0.025,0.0965,0.399,103.974,hyphy,other
7321,Smoov-E,Favorite Habit,224827,0,,8,0.807,0.736,2,-6.501,1,0.0708,0.0587,1.62E-05,0.1,0.0774,109.987,hyphy,other
7322,Smoov-E,Made You Moist,181147,0,,1,0.921,0.867,11,-6.781,0,0.0598,0.115,0.00359,0.0832,0.788,115.002,hyphy,other
7323,Smoov-E,Cake & Coconuts,197653,0,,1,0.609,0.831,2,-8.268,1,0.171,0.0161,0.000217,0.0849,0.312,124.274,hyphy,other
7324,Smoov-E,My Sex Book,259133,0,,1,0.746,0.774,4,-8.168,0,0.0953,0.00601,8.23E-06,0.105,0.374,125.012,hyphy,other
7325,Smoov-E,Esteban,170827,0,,2,0.915,0.833,7,-8.258,1,0.252,0.0296,0,0.0841,0.486,104.245,hyphy,other
7326,Smoov-E,Turbo Freak,234747,0,,2,0.886,0.736,2,-9.149,1,0.124,0.00195,0.000881,0.236,0.252,116.994,hyphy,other
7327,Smoov-E,Bend The Rules,200133,0,,1,0.873,0.742,0,-7.358,1,0.0368,0.116,0,0.107,0.529,106.981,hyphy,other
7328,Dopeboy Ra,Bankroll,167304,1,,3,0.64,0.698,1,-8.022,0,0.0699,0.00636,0,0.29,0.206,136.97,atl hip-hop;atl trap,hip-hop;rap
7329,Dopeboy Ra,Born To Mack,291788,1,,3,0.742,0.582,10,-7.436,0,0.185,0.132,4.07E-05,0.157,0.528,135.164,atl hip-hop;atl trap,hip-hop;rap
7330,Dopeboy Ra,Slumway,152304,1,,9,0.859,0.667,6,-6.708,1,0.324,0.372,0,0.394,0.791,85.026,atl hip-hop;atl trap,hip-hop;rap
7331,Dopeboy Ra,Dope Hole Daily,307827,1,,8,0.781,0.629,8,-9.161,1,0.289,0.361,0,0.0901,0.565,128.098,atl hip-hop;atl trap,hip-hop;rap
7332,Jonathan Calhoun,Deep Blue Dawn,323872,0,,2,0.737,0.417,7,-10.75,1,0.0283,0.163,0.0295,0.125,0.248,91.026,unknown,unknown
7333,Jon Keith,Trust,232421,0,,14,0.59,0.581,9,-8.35,1,0.372,0.00229,0,0.3,0.486,158.127,christian hip-hop;christian trap,hip-hop;rap
7334,Hanna's Reef,Rum In Pensacola,316587,0,,1,0.522,0.688,5,-5.534,1,0.0267,0.25,0,0.115,0.478,112.02,beach,other
7335,Hanna's Reef,Tropical Girl,271440,0,,2,0.721,0.693,2,-5.622,1,0.0303,0.734,0,0.0805,0.806,117.597,beach,other
7336,Hanna's Reef,Beer Drinkers And Sail Raisers,240453,0,,2,0.515,0.78,2,-5.345,1,0.0361,0.63,0,0.222,0.662,135.322,beach,other
7337,Hanna's Reef,King Of The Island,154187,0,,1,0.766,0.813,0,-7.681,1,0.0293,0.402,8.46E-06,0.189,0.972,133.797,beach,other
7338,Hanna's Reef,Island Time,268040,0,,1,0.665,0.779,0,-7.441,1,0.106,0.588,0,0.181,0.825,137.899,beach,other
7339,Hanna's Reef,Bitter Winds,252360,0,,0,0.452,0.658,7,-5.577,1,0.0356,0.764,0,0.313,0.486,112.312,beach,other
7340,Hanna's Reef,Livin' Well,192120,0,,0,0.758,0.751,4,-7.303,1,0.033,0.45,0,0.137,0.962,127.149,beach,other
7341,Hanna's Reef,Jamaica Me Smile,275587,0,,0,0.493,0.636,2,-7.82,1,0.0353,0.333,0,0.0354,0.623,68.069,beach,other
7342,Hanna's Reef,Have You Seen Your Rita?,270013,0,,0,0.644,0.793,0,-4.69,1,0.0409,0.612,0,0.129,0.781,132.801,beach,other
7343,Hanna's Reef,Local Knowledge,204933,0,,0,0.565,0.527,2,-9.396,1,0.0324,0.602,1.48E-06,0.187,0.633,133.177,beach,other
7344,Hanna's Reef,Sail Away,177560,0,,13,0.666,0.822,7,-6.068,1,0.0347,0.37,1.51E-06,0.172,0.964,134.299,beach,other
7345,Hanna's Reef,Makin' Waves,223733,0,,0,0.641,0.732,0,-6.397,1,0.0294,0.375,3.09E-06,0.0862,0.935,135.379,beach,other
7346,Hanna's Reef,Fun In The Sun,167667,0,,0,0.66,0.785,4,-5.309,1,0.0819,0.636,0,0.25,0.732,126.45,beach,other
7347,Hanna's Reef,Everything's Gonna Be Alright,258880,0,,0,0.404,0.795,0,-8.255,1,0.509,0.122,2.32E-05,0.269,0.33,70.378,beach,other
7348,Jon Goodman,Election 2012,178480,0,,0,0.597,0.594,7,-7.795,1,0.652,0.791,0,0.325,0.787,110.624,unknown,unknown
7349,Jon Frank,Warrior 3,539000,0,,13,0.677,0.939,5,-5.47,1,0.138,4.56E-05,0.941,0.111,0.514,141.956,unknown,unknown
7350,Jojostayflexingg,OPPS IN THE PARTY,92186,1,,15,0.837,0.477,5,-10.536,0,0.237,0.0452,1.89E-06,0.159,0.228,99.033,unknown,unknown
7351,Johnny Wakemup,Manifest,142846,1,,15,0.73,0.764,8,-6.823,1,0.209,0.19,0,0.123,0.645,149.87,unknown,unknown
7352,Johnny Wakemup,XOXO,139826,1,,14,0.865,0.647,1,-7.091,0,0.25,0.209,0,0.107,0.301,115.149,unknown,unknown
7353,Johnny Ventura,Pitaste,249187,0,,0,0.782,0.673,0,-10.094,1,0.113,0.396,6.62E-06,0.0211,0.926,135.513,unknown,unknown
7354,Johnny Rodriguez & Johnny Bush,You Lied To Me,170720,0,,1,0.549,0.589,7,-6.976,1,0.0399,0.722,0,0.185,0.843,132.484,unknown,unknown
7355,Johnny Rodriguez & Johnny Bush,Troubles,203680,0,,0,0.332,0.455,7,-7.34,1,0.0362,0.895,0,0.312,0.484,200.182,unknown,unknown
7356,Johnny Rodriguez & Johnny Bush,The Rio Grande Runs Red,231733,0,,1,0.474,0.323,9,-10.19,1,0.0309,0.898,8.83E-06,0.0964,0.403,122.918,unknown,unknown
7357,Johnny Rodriguez & Johnny Bush,Old Wore Out Cowboys,205280,0,,0,0.537,0.43,2,-8.454,1,0.0263,0.919,4.58E-05,0.18,0.488,108.158,unknown,unknown
7358,Johnny Rodriguez & Johnny Bush,If Cheaters Never Win,164027,0,,0,0.588,0.413,4,-8.927,1,0.03,0.826,6.65E-05,0.184,0.56,108.997,unknown,unknown
7359,Johnny Rodriguez & Johnny Bush,Vamoose Vamonos,178640,0,,6,0.531,0.7,5,-7.812,1,0.136,0.796,0.00383,0.0926,0.962,204.257,unknown,unknown
7360,Johnny Rodriguez & Johnny Bush,What Do I Do With Me Now,182933,0,,6,0.492,0.348,0,-8.756,1,0.026,0.915,1.23E-05,0.13,0.432,91.38,unknown,unknown
7361,Johnny Rodriguez & Johnny Bush,Theres Somedbody Else On Your Mind,184187,0,,0,0.415,0.375,0,-9.214,1,0.0267,0.903,0.00269,0.197,0.288,89.104,unknown,unknown
7362,Johnny Rodriguez & Johnny Bush,If I Haven't Said I Love You,173000,0,,6,0.515,0.508,7,-6.958,1,0.0283,0.897,0,0.324,0.708,115.534,unknown,unknown
7363,Johnny Rodriguez & Johnny Bush,Leaving Lying Down,249533,0,,5,0.545,0.451,5,-7.988,1,0.0241,0.894,1.29E-05,0.14,0.416,97.188,unknown,unknown
7364,Johnny Rodriguez & Johnny Bush,A Soft Place To Fall,205347,0,,0,0.528,0.455,0,-6.979,1,0.0248,0.879,0,0.215,0.61,96.987,unknown,unknown
7365,John Van Ness,Calmer Heads Will Prevail,311522,0,,3,0.527,0.385,9,-12.483,1,0.0351,0.0851,0.867,0.19,0.32,79.633,unknown,unknown
7366,John Van Ness,Red Flag White Flag,199860,0,,3,0.664,0.619,1,-7.587,1,0.0431,0.00556,9.54E-06,0.0815,0.647,106.069,unknown,unknown
7367,John Van Ness,Rest the of the Night,234057,0,,3,0.394,0.571,9,-9.6,0,0.0377,0.00684,0.12,0.286,0.307,167.98,unknown,unknown
7368,John Van Ness,Chasing a Dream,219062,0,,3,0.733,0.502,7,-10.092,0,0.105,0.498,0.871,0.0801,0.559,73.977,unknown,unknown
7369,John Van Ness,A New Reason,287742,0,,3,0.402,0.643,3,-9.406,1,0.0474,0.00911,0.00458,0.19,0.327,172.239,unknown,unknown
7370,John Van Ness,Another Heartache,256638,0,,3,0.578,0.565,11,-7.043,0,0.0391,0.0039,0,0.123,0.226,105.992,unknown,unknown
7371,John Van Ness,Fault Lines (No Commentary),222540,0,,0,0.357,0.54,11,-9.82,0,0.0948,0.000566,0.00335,0.101,0.516,153.154,unknown,unknown
7372,John Van Ness,Tremors,50155,0,,0,0.383,0.603,11,-11.245,0,0.0509,1.13E-05,0.897,0.119,0.523,151.889,unknown,unknown
7373,John Van Ness,Fly Gently,145636,0,,3,0.54,0.506,2,-7.449,1,0.0315,0.653,0.000589,0.18,0.423,72.945,unknown,unknown
7374,John Van Ness,Healing,138855,0,,3,0.493,0.217,7,-14.236,1,0.0337,0.0812,0.935,0.133,0.167,78.037,unknown,unknown
7375,John Van Ness,Maybe Tomorrow (Alternative Mix),225324,0,,3,0.45,0.348,0,-9.807,1,0.0266,0.142,0,0.0861,0.331,93.968,unknown,unknown
7376,John T. Wurzer,Alive in Me,174384,0,,3,0.555,0.503,1,-10.407,0,0.0379,0.869,3.59E-06,0.0814,0.396,95.873,rock,rock
7377,John T. Wurzer,It's Alright #23,192261,0,,3,0.755,0.488,2,-8.719,1,0.156,0.328,0,0.0762,0.801,81.001,rock,rock
7378,John T. Wurzer,Running from the Truth,237192,0,,2,0.539,0.354,11,-10.319,1,0.0356,0.803,0,0.323,0.178,83.988,rock,rock
7379,John T. Wurzer,That Special Glow,235896,0,,2,0.55,0.451,0,-9.733,1,0.0667,0.817,0,0.173,0.463,140.129,rock,rock
7380,John T. Wurzer,Staying Sane at the Jiffy Lube,236905,0,,2,0.528,0.668,11,-9.055,1,0.205,0.717,0,0.0921,0.729,147.623,rock,rock
7381,John T. Wurzer,Tickle My Fancy,202684,0,,2,0.635,0.377,5,-10.314,1,0.0361,0.799,0,0.083,0.552,135.761,rock,rock
7382,John T. Wurzer,The Love Feel,226900,0,,2,0.68,0.352,7,-11.759,1,0.0862,0.793,0,0.117,0.862,73.922,rock,rock
7383,John T. Wurzer,Long Tall Bottle of Beer,283200,0,,1,0.83,0.511,7,-10.659,1,0.053,0.641,0,0.103,0.745,135.92,rock,rock
7384,John T. Wurzer,How Are You,209032,0,,2,0.72,0.346,0,-10.726,1,0.0284,0.727,0,0.108,0.317,87.881,rock,rock
7385,John T. Wurzer,Stashed Away,196848,0,,2,0.65,0.621,9,-11.909,1,0.0303,0.848,0.000249,0.104,0.539,97.993,rock,rock
7386,John T. Wurzer,Already Numb,206524,0,,2,0.678,0.46,7,-10.199,1,0.0524,0.666,9.24E-06,0.11,0.561,131.871,rock,rock
7387,John T. Wurzer,The Catbird Whines,201744,0,,2,0.651,0.29,2,-12.013,1,0.0394,0.821,0.00071,0.125,0.478,75.992,rock,rock
7388,John T. Wurzer,Mighty Long Time,168048,0,,2,0.75,0.48,0,-8.826,1,0.0392,0.448,0,0.218,0.786,135.85,rock,rock
7389,John T. Wurzer,Ink Spots on the Carpet,214387,0,,1,0.777,0.567,2,-9.162,1,0.0372,0.63,0,0.459,0.882,97.919,rock,rock
7390,John T. Wurzer,Fifty Miles Away,264600,0,,2,0.411,0.42,7,-11.256,1,0.225,0.806,0,0.11,0.285,174.805,rock,rock
7391,John T. Wurzer,River of Love,262608,0,,2,0.511,0.441,1,-10.776,0,0.0464,0.773,8.43E-06,0.2,0.511,73.009,rock,rock
7392,John T. Wurzer,The Running,291762,1,,2,0.47,0.394,2,-11.398,1,0.0905,0.814,0,0.135,0.464,77.574,rock,rock
7393,John T. Wurzer,Tickle My Fancy Duet,205104,0,,0,0.645,0.329,5,-10.382,1,0.0311,0.836,0,0.106,0.566,135.75,rock,rock
7394,John T. Wurzer,Nonsense Tune,286459,0,,2,0.561,0.506,6,-10.792,0,0.0647,0.718,1.13E-05,0.31,0.668,172.021,rock,rock
7395,John T. Wurzer,No Luck,138475,0,,2,0.724,0.493,0,-9.86,1,0.0828,0.725,0,0.218,0.738,127.919,rock,rock
7396,Zachery Le'on,Get A Bag,147618,1,,13,0.633,0.774,1,-7.189,1,0.215,0.0167,0,0.584,0.466,174.972,indiana hip-hop,hip-hop
7397,GummibŠr,Bubble Up (Radio Edit),171780,0,,7,0.861,0.869,0,-5.154,1,0.0438,0.055,2.78E-06,0.0704,0.973,131.951,cartoon,other
7398,GummibŠr,Bubble Up (Club Mix),272727,0,,2,0.837,0.822,0,-6.383,1,0.0601,0.00308,0.00159,0.126,0.966,132.016,cartoon,other
7399,GummibŠr,Bubble Up (Video Version),121818,0,,9,0.934,0.933,5,-5.129,1,0.0489,0.0621,5.78E-05,0.0439,0.977,132.027,cartoon,other
7400,John T. Wurzer,Streams of Tomorrow,173322,0,,2,0.709,0.357,0,-11.66,1,0.0405,0.696,0.000253,0.0745,0.337,72.014,rock,rock
7401,John T. Wurzer,Gluten Free Glutes,176039,0,,2,0.637,0.624,9,-9.822,1,0.0548,0.634,0,0.188,0.617,127.792,rock,rock
7402,John T. Wurzer,A Young Tom Sawyer,245734,1,,2,0.731,0.458,2,-9.931,1,0.0266,0.783,0,0.136,0.861,99.95,rock,rock
7403,John T. Wurzer,Tale of a Slovenly Toad,196415,0,,2,0.62,0.3,7,-11.526,1,0.0423,0.833,2.77E-05,0.092,0.246,128.029,rock,rock
7404,John T. Wurzer,Dustbowl Weather,291892,0,,2,0.692,0.426,4,-11.447,0,0.0292,0.42,0,0.11,0.431,95.921,rock,rock
7405,Matoma,Girl at Coachella - with Matoma & MAGIC! feat. DRAM; Bad Royale Remix,196138,1,,12,0.599,0.879,7,-3.504,0,0.045,0.00985,0,0.284,0.668,144.981,dance pop;edm;electro house;electropop;pop;pop dance;pop edm;tropical house;uk pop,pop
7406,John T. Wurzer,Burger Theory,159190,0,,2,0.739,0.514,9,-12.5,1,0.037,0.474,0,0.148,0.628,130.112,rock,rock
7407,John T. Wurzer,Lost Mind,171494,0,,2,0.539,0.335,5,-9.924,1,0.0462,0.87,8.70E-06,0.256,0.312,159.427,rock,rock
7408,John T. Wurzer,The Longest Song,507350,0,,2,0.763,0.518,2,-11.102,1,0.0308,0.392,0,0.183,0.954,111.949,rock,rock
7409,John T. Wurzer,Tiny Bunny,226978,0,,2,0.689,0.469,7,-10.57,1,0.0266,0.707,4.08E-05,0.0966,0.724,86.005,rock,rock
7410,John T. Wurzer,Lower,264829,0,,2,0.434,0.459,0,-9.364,1,0.0422,0.753,0,0.132,0.432,73.339,rock,rock
7411,John T. Wurzer,Stranger Things,225437,0,,2,0.768,0.421,4,-10.792,0,0.0344,0.735,0,0.118,0.579,111.995,rock,rock
7412,John T. Wurzer,Mute,148846,0,,2,0.575,0.315,0,-10.401,1,0.0338,0.81,0,0.13,0.297,84.145,rock,rock
7413,John Kee,I Worship Thee,312067,0,,6,0.123,0.559,11,-14.725,1,0.0596,0.54,0.314,0.145,0.256,179.784,unknown,unknown
7414,John Kee,No One Can Stop Me,226533,0,,1,0.324,0.735,11,-14.076,0,0.0593,0.679,0.747,0.137,0.698,136.866,unknown,unknown
7415,John Kee,Nobody But The Lord,311773,0,,2,0.311,0.753,6,-14.345,1,0.153,0.519,0.873,0.16,0.467,145.777,unknown,unknown
7416,John Kee,Give It To Jesus,259333,0,,3,0.312,0.445,7,-18.024,1,0.0376,0.00866,0,0.633,0.592,91.683,unknown,unknown
7417,John Kee,Choose Ye This Day,205560,0,,2,0.252,0.629,11,-17.641,1,0.0986,0.000161,0.00511,0.313,0.655,178.871,unknown,unknown
7418,GH¯STKID,THIS IS N¯T H¯LLYW¯¯D,235655,0,,12,0.33,0.682,9,-8.684,0,0.0934,0.00504,6.46E-06,0.145,0.16,128,german metalcore,metal
7419,Kissy Sell Out,Harriet - Live Version,303742,0,,0,0.583,0.966,9,-3.799,1,0.113,0.00385,0.552,0.351,0.541,128.019,fidget house,other
7420,Kissy Sell Out,Joanna - Faisal Remix,346546,0,,12,0.58,0.787,2,-5.929,1,0.058,0.00178,0.541,0.359,0.484,133.015,fidget house,other
7421,Kissy Sell Out,Keanu Reeves - Grunge Version,165481,0,,0,0.709,0.78,6,-4.777,0,0.0527,0.000967,0.373,0.347,0.874,127.955,fidget house,other
7422,Kissy Sell Out,Hide The Scissors,224962,0,,0,0.646,0.963,6,-4.777,1,0.216,0.00276,0.193,0.298,0.462,128.008,fidget house,other
7423,Kissy Sell Out,Garden Friends - Stereo Killaz,224580,0,,0,0.654,0.976,1,-3.607,1,0.0773,0.00317,0.774,0.177,0.362,128.194,fidget house,other
7424,Kissy Sell Out,Let's Go - Kissy Sell Out & MC Cobra's UkG Edit,155191,0,,0,0.675,0.957,4,-3.046,1,0.202,0.000798,0.000306,0.276,0.481,130.001,fidget house,other
7425,Kissy Sell Out,"Her - Original 12"" Version",310149,0,,0,0.792,0.67,1,-6.567,1,0.122,0.000311,0.71,0.331,0.698,130.028,fidget house,other
7426,Kissy Sell Out,Come On Over - Urchins Remix,317534,0,,0,0.746,0.874,7,-6.427,0,0.259,0.00286,0.0385,0.114,0.125,130.025,fidget house,other
7427,Kissy Sell Out,True Romance,245639,0,,0,0.644,0.921,8,-4.453,1,0.0724,0.00728,0.266,0.862,0.662,128.034,fidget house,other
7428,John Kee,He's Coming Back,327267,0,,6,0.328,0.366,8,-19.173,1,0.0327,0.703,0.0036,0.254,0.536,91.712,unknown,unknown
7429,John Corabi,Hot For Teacher,283333,0,,0,0.515,0.955,1,-5.952,1,0.0885,1.41E-05,0.0129,0.0466,0.416,125.072,unknown,unknown
7430,Johann Strauss II,"Die Fledermaus / Act 2: ""Mein Herr Marquis""",211147,0,,1,0.443,0.195,7,-14.663,1,0.0768,0.964,3.00E-05,0.134,0.286,67.497,unknown,unknown
7431,Johann Sebastian Bach,"Weihnachtsoratorium, BWV 248: No. 24, Herrscher des Himmels, erhšre das Lallen (Live)",123533,0,,0,0.498,0.124,2,-22.315,1,0.0282,0.964,0.205,0.0876,0.729,77.353,unknown,unknown
7432,Joey Tapz,Yall Ain't Widdit,173584,1,,14,0.644,0.769,7,-6.701,0,0.068,0.552,0,0.134,0.602,155.011,unknown,unknown
7433,Joey Tapz,Aktive,160534,0,,13,0.742,0.612,6,-7.761,0,0.189,0.00852,0,0.093,0.33,97.016,unknown,unknown
7434,Joey Tapz,Save You,148537,1,,13,0.8,0.359,10,-15.147,1,0.324,0.0857,0,0.0851,0.453,91.518,unknown,unknown
7435,Los Pericos,Como Un Gavil‡n,218476,0,,1,0.74,0.918,6,-7.372,1,0.0636,0.046,0.00114,0.0444,0.925,103.244,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7436,Los Pericos,Corazon De Bruja,235675,0,,0,0.851,0.634,5,-9.324,0,0.0462,0.148,1.80E-05,0.0556,0.897,130.513,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7437,Los Pericos,Waitin',170467,0,,2,0.662,0.668,3,-7.441,1,0.025,0.247,0,0.918,0.906,98.736,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7438,Los Pericos,Torito,206736,0,,1,0.918,0.633,2,-8.004,1,0.0389,0.0184,1.71E-06,0.107,0.947,123.079,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7439,Los Pericos,Fronteras En America,235964,0,,0,0.744,0.767,8,-7.739,1,0.0367,0.0185,0.0128,0.0419,0.871,113.428,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7440,Los Pericos,Soul Man,210343,0,,0,0.736,0.658,8,-8.238,1,0.0356,0.00103,0.0226,0.0849,0.493,112.945,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7441,Los Pericos,Por Una Cabeza,275874,0,,1,0.679,0.655,9,-8.646,0,0.0314,0.00174,0.00181,0.0633,0.783,131.274,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7442,Los Pericos,M‡s Cerca Del Cielo,259320,0,,2,0.778,0.556,0,-7.486,1,0.0452,0.00317,0.00153,0.329,0.833,140.757,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7443,Los Pericos,P‡rate Y Mira,246653,0,,3,0.759,0.83,10,-6.698,1,0.0471,0.13,0,0.12,0.7,90.311,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7444,Los Pericos,Ojos De Ciudad,252400,0,,1,0.5,0.649,7,-11.553,1,0.0471,0.0952,0.000359,0.125,0.632,139.422,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7445,Los Pericos,No Me Pares,242747,0,,1,0.373,0.969,2,-5.975,1,0.363,0.136,0.000297,0.979,0.557,89.605,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7446,Los Pericos,Nada que perder,263400,0,,2,0.552,0.92,1,-6.363,1,0.0593,0.337,0,0.812,0.952,142.539,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7447,Los Pericos,Mucha Experiencia,221448,0,,3,0.651,0.647,7,-6.128,1,0.0361,0.0403,0,0.117,0.865,174.701,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7448,Los Pericos,Che Nena,269365,0,,0,0.729,0.639,8,-8.869,1,0.0415,0.0113,0.000681,0.0909,0.754,90.89,argentine reggae;argentine rock;latin alternative;latin rock;rock en espanol;ska argentino,rock;reggae;latin;ska
7449,KOBUKURO,____,294427,0,,0,0.592,0.783,2,-4.783,1,0.028,0.0205,0.000257,0.0909,0.306,125.226,j-pop;j-poprock;j-rock,pop;rock
7450,KOBUKURO,Million Films,320920,0,,10,0.69,0.772,2,-4.315,1,0.0269,0.389,0,0.103,0.416,113.025,j-pop;j-poprock;j-rock,pop;rock
7451,KOBUKURO,____________,314693,0,,0,0.555,0.639,2,-5.214,1,0.0353,0.0616,0,0.0378,0.441,96.045,j-pop;j-poprock;j-rock,pop;rock
7452,KOBUKURO,______,301253,0,,9,0.565,0.374,2,-7.59,1,0.0333,0.876,0,0.094,0.261,72.536,j-pop;j-poprock;j-rock,pop;rock
7453,KOBUKURO,Rising,241933,0,,0,0.609,0.712,9,-5.909,1,0.0358,0.245,0,0.104,0.684,87.978,j-pop;j-poprock;j-rock,pop;rock
7454,KOBUKURO,__________,322227,0,,0,0.615,0.647,4,-4.578,1,0.0313,0.0173,0,0.0694,0.736,91.088,j-pop;j-poprock;j-rock,pop;rock
7455,KOBUKURO,DOOR,318200,0,,0,0.538,0.647,0,-5.2,1,0.0302,0.108,0,0.132,0.362,145.837,j-pop;j-poprock;j-rock,pop;rock
7456,KOBUKURO,_____,269400,0,,0,0.399,0.358,0,-6.047,1,0.0271,0.624,0,0.101,0.251,143.178,j-pop;j-poprock;j-rock,pop;rock
7457,KOBUKURO,HUMMING LIFE,245107,0,,0,0.484,0.719,6,-4.72,0,0.0446,0.0512,0,0.124,0.824,176.093,j-pop;j-poprock;j-rock,pop;rock
7458,KOBUKURO,______!,300093,0,,0,0.53,0.778,7,-5.289,1,0.0345,0.0731,0,0.0913,0.656,96.519,j-pop;j-poprock;j-rock,pop;rock
7459,KOBUKURO,____ - Album Ver.,356267,0,,0,0.413,0.566,9,-7.263,1,0.0284,0.00655,6.83E-06,0.293,0.344,158.03,j-pop;j-poprock;j-rock,pop;rock
7460,KOBUKURO,___________ - Sweet drip mix,327280,0,,0,0.381,0.397,7,-8.28,1,0.0354,0.771,0,0.105,0.354,72.422,j-pop;j-poprock;j-rock,pop;rock
7461,Joey Tapz,Back Then,157523,1,,13,0.922,0.313,0,-16.662,0,0.195,0.00888,0,0.243,0.661,107.019,unknown,unknown
7462,INNA,Gimme Gimme,177308,0,,14,0.874,0.749,9,-4.81,1,0.22,0.463,8.23E-06,0.0546,0.656,109.971,dance pop;romanian house;romanian pop,pop
7463,Mariachi Vargas De Tecalitl‡n,Y Volvere,197933,0,,6,0.406,0.378,11,-5.68,0,0.0279,0.428,2.78E-06,0.372,0.471,94.446,mariachi;ranchera;tropical,other
7464,Mariachi Vargas De Tecalitl‡n,Sabor A Mi,93067,0,,2,0.421,0.339,10,-8.045,1,0.0294,0.775,0,0.391,0.587,92.831,mariachi;ranchera;tropical,other
7465,Mariachi Vargas De Tecalitl‡n,Usted,88173,0,,1,0.409,0.477,7,-8.713,1,0.03,0.823,5.60E-06,0.599,0.544,94.57,mariachi;ranchera;tropical,other
7466,Mariachi Vargas De Tecalitl‡n,No Se Tu,178653,0,,1,0.235,0.534,9,-4.176,0,0.0346,0.817,0,0.36,0.252,87.545,mariachi;ranchera;tropical,other
7467,Mariachi Vargas De Tecalitl‡n,Por Ti Volare,280893,0,,6,0.242,0.426,7,-6.971,1,0.0312,0.821,3.29E-06,0.338,0.291,110.266,mariachi;ranchera;tropical,other
7468,Mariachi Vargas De Tecalitl‡n,Cien A–os,204440,0,,2,0.429,0.486,7,-6.712,1,0.0293,0.615,0,0.255,0.438,105.199,mariachi;ranchera;tropical,other
7469,Mariachi Vargas De Tecalitl‡n,Motivos,190773,0,,2,0.33,0.508,0,-6.027,1,0.0291,0.794,1.01E-05,0.237,0.292,96.148,mariachi;ranchera;tropical,other
